Год,Месяц,Подразделение,Выручка,Чистая прибыль,Операционные расходы,Активы,Обязательства,Коэффициент текущей ликвидности,Доля рынка,Количество сотрудников,Рентабельность продаж,Оборачиваемость активов,Рентабельность активов,Долговая нагрузка
2024,Июнь,Подразделение_63,1847609.21,325283.33,1441005.04,518011.61,210778.34,3.67,14.57,534,17.61,3.57,62.79,40.69
2024,Июнь,Подразделение_64,2973502.54,663780.56,2143776.83,605548.66,244166.94,3.71,15.78,502,22.32,4.91,109.62,40.32
2024,Июнь,Подразделение_65,2517382.67,763125.04,1563476.38,307347.66,138437.76,1.97,11.02,236,30.31,8.19,248.29,45.04
2024,Июнь,Подразделение_66,2564464.63,465478.39,1982616.64,368555.02,167594.72,3.16,11.43,302,18.15,6.96,126.3,45.47
2024,Июнь,Подразделение_67,1919938.04,506068.64,1287352.25,302388.39,164108.85,2.38,15.77,362,26.36,6.35,167.36,54.27
2024,Июнь,Подразделение_68,2326074.62,446848.76,1767513.67,646107.42,267552.02,3.27,19.36,459,19.21,3.6,69.16,41.41
2024,Июнь,Подразделение_69,2066810.19,465930.87,1484396.6,561672.44,248081.58,2.63,12.13,554,22.54,3.68,82.95,44.17
2024,Июнь,Подразделение_70,2212187.83,424181.44,1681961.03,334096.21,164222.7,2.28,16.14,344,19.17,6.62,126.96,49.15
2024,Июнь,Подразделение_71,3063468.45,492973.62,2447251.42,371750.8,149148.24,2.81,20.21,443,16.09,8.24,132.61,40.12
2024,Июнь,Подразделение_72,1958779.4,515053.47,1314962.56,354888.72,149801.38,2.59,17.41,386,26.29,5.52,145.13,42.21
2024,Июнь,Подразделение_73,2624368.81,624374.86,1843900.23,325216.26,147161.69,2.87,11.99,300,23.79,8.07,191.99,45.25
2024,Июнь,Подразделение_74,2962975.7,927596.17,1803480.49,581330.09,310298.58,2.17,17.87,482,31.31,5.1,159.56,53.38
2024,Июнь,Подразделение_75,1783124.63,541897.97,1105752.16,368295.3,214459.97,2.31,11.23,353,30.39,4.84,147.14,58.23
2024,Июнь,Подразделение_76,2573806.63,533316.24,1907161.33,555193.11,329554.32,2.48,13.67,371,20.72,4.64,96.06,59.36
2024,Июнь,Подразделение_77,2047830.97,526492.55,1389715.29,332686.47,140398.35,3.25,20.35,312,25.71,6.16,158.25,42.2
2024,Июнь,Подразделение_78,2388140.14,577953.58,1665698.17,527322.5,284177.61,2.36,13.77,371,24.2,4.53,109.6,53.89
2024,Июнь,Подразделение_79,2418891.44,551489.06,1729530.12,441496.18,219266.43,2.89,18.83,379,22.8,5.48,124.91,49.66
2024,Июнь,Подразделение_80,2827392.33,722757.07,1923945.99,386192.51,202686.92,2.67,11.84,523,25.56,7.32,187.15,52.48
2024,Июнь,Подразделение_81,1903763.49,380997.43,1427516.71,327202.3,182148.46,1.8,12.03,371,20.01,5.82,116.44,55.67
2024,Июнь,Подразделение_82,3038973.14,698248.8,2166162.13,633131.01,277064.47,2.43,14.6,257,22.98,4.8,110.29,43.76
2024,Июнь,Подразделение_83,1565170.47,316399.94,1169670.54,456756.37,239463.75,2.74,17.32,308,20.22,3.43,69.27,52.43
2024,Июнь,Подразделение_84,2737300.39,686388.61,1879314.62,402369.97,204312.24,3.2,12.67,454,25.08,6.8,170.59,50.78
2024,Июнь,Подразделение_85,2547256.7,550183.14,1859527.78,610057.81,276279.29,1.9,13.82,437,21.6,4.18,90.19,45.29
2024,Июнь,Подразделение_86,2635125.13,547246.38,1951067.16,262510.09,150490.36,1.64,19.33,293,20.77,10.04,208.47,57.33
2024,Июнь,Подразделение_87,2572770.93,473450.71,1980957.53,459028.45,225104.58,2.03,20.5,319,18.4,5.6,103.14,49.04
2024,Июнь,Подразделение_88,2317481.48,640104.62,1517350.71,322773.46,172111.87,2.64,18.31,250,27.62,7.18,198.31,53.32
2024,Июнь,Подразделение_89,2406003.79,535359.57,1736804.32,628678.97,300150.25,2.43,14.28,350,22.25,3.83,85.16,47.74
2024,Июнь,Подразделение_90,2542702.18,599274.95,1793608.49,437680.86,261040.01,1.6,20.38,415,23.57,5.81,136.92,59.64
2024,Июнь,Подразделение_91,3092131.31,844786.5,2036148.18,262523.84,156140.52,1.59,16.58,253,27.32,11.78,321.79,59.48
2024,Июнь,Подразделение_92,2783362.66,857881.11,1711011.28,559637.73,225130.57,4.22,16.72,320,30.82,4.97,153.29,40.23
2024,Июнь,Подразделение_93,2800780.64,477842.93,2203476.98,267100.53,110741.55,4.14,13.36,325,17.06,10.49,178.9,41.46
2024,Июнь,Подразделение_94,1865054.8,517956.23,1217609.51,263175.39,116599.53,2.57,13.12,356,27.77,7.09,196.81,44.3
2024,Июнь,Подразделение_95,2806061.14,637363.89,2009356.27,261969.08,131819.39,2.73,21.15,387,22.71,10.71,243.3,50.32
2024,Июнь,Подразделение_96,2345574.41,395706.9,1850940.79,640641.91,284265.12,2.76,20.8,462,16.87,3.66,61.77,44.37
2024,Июнь,Подразделение_97,2128348.5,411194.48,1614355.4,426783.36,222716.62,2.93,20.26,371,19.32,4.99,96.35,52.18
2024,Июнь,Подразделение_98,2573198.28,695455.31,1703879.14,438698.09,260514.48,2.24,19.0,284,27.03,5.87,158.53,59.38
2024,Июнь,Подразделение_99,1754332.3,283273.02,1400241.03,426951.76,249146.61,2.32,13.27,498,16.15,4.11,66.35,58.35
2024,Июнь,Подразделение_100,1652838.35,450406.32,1089830.45,513886.55,222210.1,4.35,14.7,257,27.25,3.22,87.65,43.24
2024,Июнь,Подразделение_101,2555587.92,522009.05,1903076.61,596062.06,264263.18,2.32,11.83,334,20.43,4.29,87.58,44.33
2024,Июнь,Подразделение_102,1982941.78,596479.88,1237341.93,468361.54,263805.91,2.02,12.96,487,30.08,4.23,127.35,56.33
2024,Июнь,Подразделение_103,1995778.61,557527.27,1298869.53,264773.47,144853.99,3.22,12.98,254,27.94,7.54,210.57,54.71
2024,Июнь,Подразделение_104,2323942.62,468360.11,1738492.47,492559.91,205528.87,3.3,12.79,274,20.15,4.72,95.09,41.73
2024,Июнь,Подразделение_105,3081062.36,573553.29,2364120.75,359594.9,178708.71,3.63,11.77,525,18.62,8.57,159.5,49.7
2024,Июнь,Подразделение_106,1761735.51,315678.46,1367137.44,639078.81,335509.66,2.56,19.52,240,17.92,2.76,49.4,52.5
2024,Июнь,Подразделение_107,4184400.1238023695,1220856.1852321534,1029474.31,432991.51,251631.38,2.3,15.4,323,30.41,3.84,116.67,58.11
2024,Июнь,Подразделение_108,2994784.12,886610.39,1886521.13,360660.99,210973.96,2.03,11.92,371,29.61,8.3,245.83,58.5
2024,Июнь,Подразделение_109,1941717.33,331117.3,1527820.7,520748.01,301382.71,1.99,13.57,380,17.05,3.73,63.58,57.87
2024,Июнь,Подразделение_110,2054307.46,424128.61,1524146.7,306682.15,155091.34,1.86,19.73,417,20.65,6.7,138.3,50.57
2024,Июнь,Подразделение_111,1699154.46,305390.94,1317415.78,633669.05,364214.49,2.28,11.17,282,17.97,2.68,48.19,57.48
2024,Июнь,Подразделение_112,2675180.72,500985.94,2048948.3,543999.5,298750.89,2.27,19.13,282,18.73,4.92,92.09,54.92
2024,Июнь,Подразделение_113,3003194.47,783698.15,2023571.79,567243.29,338550.91,2.28,20.86,398,26.1,5.29,138.16,59.68
2024,Июнь,Подразделение_114,2905457.1,688608.95,2044695.91,310673.36,133573.43,3.82,11.62,248,23.7,9.35,221.65,42.99
2024,Июнь,Подразделение_115,1707771.11,320557.55,1307074.17,578270.4,290491.5,3.14,13.53,255,18.77,2.95,55.43,50.23
2024,Июнь,Подразделение_116,1894421.1,399542.53,1394992.93,413866.01,225802.23,2.5,19.18,467,21.09,4.58,96.54,54.56
2024,Июнь,Подразделение_117,1801361.92,422528.25,1273201.61,326154.3,171247.61,2.61,11.31,246,23.46,5.52,129.55,52.51
2024,Июнь,Подразделение_118,2561563.66,810179.44,1548839.37,446420.49,267033.58,1.85,21.03,408,31.63,5.74,181.48,59.82
2024,Июнь,Подразделение_119,2419971.2,753438.04,1478173.64,507064.41,276667.13,2.84,15.36,510,31.13,4.77,148.59,54.56
2024,Июнь,Подразделение_120,2869674.86,770195.51,1906930.48,357343.81,155343.41,2.52,20.62,538,26.84,8.03,215.53,43.47
2024,Июнь,Подразделение_121,2419389.16,394806.88,1925880.56,453754.58,208219.04,2.81,16.28,368,16.32,5.33,87.01,45.89
2024,Июнь,Подразделение_122,1570833.5,452109.91,1005696.12,589047.0,262850.99,3.0,16.69,549,28.78,2.67,76.75,44.62
2024,Июнь,Подразделение_123,1681707.7,364296.85,1226336.64,537638.81,238219.66,3.96,13.55,343,21.66,3.13,67.76,44.31
2024,Июнь,Подразделение_124,2300538.73,683299.62,1446414.21,593677.02,339896.28,2.71,11.09,225,29.7,3.88,115.1,57.25
2024,Июнь,Подразделение_125,2948300.67,668698.42,2112427.65,455631.08,223667.04,2.87,20.8,312,22.68,6.47,146.76,49.09
2024,Июль,Подразделение_1,1871308.66,303380.67,1492082.82,563276.83,337874.17,1.73,13.56,343,16.21,3.32,53.86,59.98
2024,Июль,Подразделение_2,2066313.35,660445.47,1240756.5,437803.26,207576.09,2.86,20.34,339,31.96,4.72,150.85,47.41
2024,Июль,Подразделение_3,1607009.68,422230.44,1079221.64,514401.88,264148.42,1.93,13.88,413,26.27,3.12,82.08,51.35
2024,Июль,Подразделение_4,2367833.13,653821.03,1550556.84,556006.53,267577.15,3.25,16.71,374,27.61,4.26,117.59,48.12
2024,Июль,Подразделение_5,1825303.06,513202.56,1183799.86,528235.96,286888.16,1.91,16.37,272,28.12,3.46,97.15,54.31
2024,Июль,Подразделение_6,2605476.12,798639.64,1607176.58,563294.62,230730.06,2.22,14.0,519,30.65,4.63,141.78,40.96
2024,Июль,Подразделение_7,2292241.95,429124.08,1755836.85,549957.76,276723.95,2.83,17.04,267,18.72,4.17,78.03,50.32
2024,Июль,Подразделение_8,2264330.11,612256.02,1499010.09,355127.59,152413.44,2.37,10.94,469,27.04,6.38,172.4,42.92
2024,Июль,Подразделение_9,1771089.39,470571.51,1182875.0,328201.84,190929.11,1.98,19.53,454,26.57,5.4,143.38,58.17
2024,Июль,Подразделение_10,2188532.76,447906.11,1628650.12,326138.57,157978.18,2.8,17.98,407,20.47,6.71,137.34,48.44
2024,Июль,Подразделение_11,1442863.41,318708.39,1044477.92,581561.08,237088.08,2.54,11.23,260,22.09,2.48,54.8,40.77
2024,Июль,Подразделение_12,2439599.78,780331.07,1464185.95,570889.57,306247.23,2.47,15.04,539,31.99,4.27,136.69,53.64
2024,Июль,Подразделение_13,2686435.38,573354.96,1969741.68,528403.93,247756.01,2.25,10.68,483,21.34,5.08,108.51,46.89
2024,Июль,Подразделение_14,1684540.89,374541.45,1216364.08,497203.1,230347.69,3.49,17.32,517,22.23,3.39,75.33,46.33
2024,Июль,Подразделение_15,2709605.11,636980.45,1913379.55,607562.36,313559.38,2.11,18.66,239,23.51,4.46,104.84,51.61
2024,Июль,Подразделение_16,2797434.15,732983.72,1881204.5,608689.7,281261.37,2.68,11.54,243,26.2,4.6,120.42,46.21
2024,Июль,Подразделение_17,2147440.87,486529.2,1539279.37,300276.29,172187.62,1.54,17.21,288,22.66,7.15,162.03,57.34
2024,Июль,Подразделение_18,2496229.1,516694.76,1850360.64,416303.39,177044.77,3.19,21.17,418,20.7,6.0,124.11,42.53
2024,Июль,Подразделение_19,2405496.4,387970.31,1920533.52,311103.7,127639.9,3.2,19.83,260,16.13,7.73,124.71,41.03
2024,Июль,Подразделение_20,2381082.18,503679.74,1751482.5,373571.75,179004.74,3.36,13.83,325,21.15,6.37,134.83,47.92
2024,Июль,Подразделение_21,2513821.41,723903.37,1608942.21,610463.44,359304.35,2.23,10.74,491,28.8,4.12,118.58,58.86
2024,Июль,Подразделение_22,2534600.63,724421.77,1629073.42,520899.76,254334.04,3.59,17.78,320,28.58,4.87,139.07,48.83
2024,Июль,Подразделение_23,2585714.76,491147.61,1971780.25,560051.03,275574.47,1.96,12.83,450,18.99,4.62,87.7,49.21
2024,Июль,Подразделение_24,2145379.18,451967.47,1580419.85,370331.66,173039.39,2.84,14.43,535,21.07,5.79,122.04,46.73
2024,Июль,Подразделение_25,2834840.15,613659.12,2067766.25,360436.91,158026.86,2.9,16.47,412,21.65,7.87,170.25,43.84
2024,Июль,Подразделение_26,2801798.18,762165.49,1849091.32,342109.06,136990.98,2.9,15.49,484,27.2,8.19,222.78,40.04
2024,Июль,Подразделение_27,2359009.41,633557.83,1567062.12,376067.81,180286.4,2.25,11.12,310,26.86,6.27,168.47,47.94
2024,Июль,Подразделение_28,2802781.71,795938.33,1807858.8,324602.45,191441.32,2.28,19.01,294,28.4,8.63,245.2,58.98
2024,Июль,Подразделение_29,1855260.92,425721.65,1323108.85,339616.92,163603.05,2.09,17.64,534,22.95,5.46,125.35,48.17
2024,Июль,Подразделение_30,1888632.07,499095.24,1264763.02,445390.99,259643.48,2.18,18.34,424,26.43,4.24,112.06,58.3
2024,Июль,Подразделение_31,1715269.48,300240.61,1339968.72,313853.36,141856.21,3.51,13.72,306,17.5,5.47,95.66,45.2
2024,Июль,Подразделение_32,1556285.55,328146.4,1146102.55,413262.79,173025.83,4.37,17.05,370,21.09,3.77,79.4,41.87
2024,Июль,Подразделение_33,2685282.17,668614.75,1849513.73,345092.37,155794.81,2.41,11.74,243,24.9,7.78,193.75,45.15
2024,Июль,Подразделение_34,1986878.61,549745.5,1299696.73,272183.48,126986.81,2.41,18.95,361,27.67,7.3,201.98,46.65
2024,Июль,Подразделение_35,2759779.59,578839.57,2036230.13,287776.12,147528.49,3.02,11.35,474,20.97,9.59,201.14,51.27
2024,Июль,Подразделение_36,1556975.51,452154.51,991782.37,579367.22,312839.39,2.79,16.5,320,29.04,2.69,78.04,54.0
2024,Июль,Подразделение_37,1524680.01,371678.36,1060082.06,648297.1,386164.79,1.79,15.34,348,24.38,2.35,57.33,59.57
2024,Июль,Подразделение_38,1867813.85,535608.97,1198302.63,361607.54,179117.74,3.18,19.1,297,28.68,5.17,148.12,49.53
2024,Июль,Подразделение_39,1541033.03,466097.27,958411.45,340936.8,155305.8,2.15,17.59,506,30.25,4.52,136.71,45.55
2024,Июль,Подразделение_40,1853053.46,422205.7,1325296.33,391514.23,226975.6,2.61,14.77,525,22.78,4.73,107.84,57.97
2024,Июль,Подразделение_41,2221136.35,524803.88,1565131.5,281488.95,138975.91,1.93,14.0,463,23.63,7.89,186.44,49.37
2024,Июль,Подразделение_42,2289178.32,383175.1,1810209.45,578348.98,325043.89,2.32,12.4,409,16.74,3.96,66.25,56.2
2024,Июль,Подразделение_43,6291015.509358298,1130641.8759160552,1912313.04,279340.25,138682.63,1.74,17.49,454,18.73,8.94,167.47,49.65
2024,Июль,Подразделение_44,1593811.38,283402.97,1239557.67,260101.89,116434.93,2.68,12.57,516,17.78,6.13,108.96,44.77
2024,Июль,Подразделение_45,2478242.98,637389.25,1681506.43,430018.36,172743.61,3.23,21.16,353,25.72,5.76,148.22,40.17
2024,Июль,Подразделение_46,1925068.93,358150.76,1477380.48,557728.96,325305.92,2.62,18.53,497,18.6,3.45,64.22,58.33
2024,Июль,Подразделение_47,2554652.21,671357.4,1715455.46,644897.42,305067.93,1.92,19.37,381,26.28,3.96,104.1,47.3
2024,Июль,Подразделение_48,2756104.03,823188.76,1727118.08,622062.37,369669.61,2.07,17.76,341,29.87,4.43,132.33,59.43
2024,Июль,Подразделение_49,2194044.19,527906.87,1534160.6,578230.71,238353.63,3.91,19.14,281,24.06,3.79,91.3,41.22
2024,Июль,Подразделение_50,2509383.58,538194.57,1836640.37,272929.24,124027.24,2.14,13.67,359,21.45,9.19,197.19,45.44
2024,Июль,Подразделение_51,1674388.08,413251.04,1157824.28,524132.96,231523.09,1.93,21.17,231,24.68,3.19,78.84,44.17
2024,Июль,Подразделение_52,6203545.133044636,999580.6443514699,1945379.68,489392.87,260615.53,2.91,14.74,403,16.8,5.03,84.51,53.25
2024,Июль,Подразделение_53,2828868.95,901226.29,1702336.09,455105.93,245688.47,2.89,18.11,442,31.86,6.22,198.03,53.98
2024,Июль,Подразделение_54,1850112.47,336919.96,1428962.52,523302.53,287837.88,2.57,19.66,323,18.21,3.54,64.38,55.0
2024,Июль,Подразделение_55,2702106.24,581797.84,1974858.93,359129.66,210822.68,1.65,14.76,369,21.53,7.52,162.0,58.7
2024,Июль,Подразделение_56,2834097.67,814682.63,1815744.39,332927.45,139861.26,3.27,13.49,487,28.75,8.51,244.7,42.01
2024,Июль,Подразделение_57,2602234.06,767122.26,1643331.22,297572.19,136277.27,2.14,13.0,240,29.48,8.74,257.79,45.8
2024,Июль,Подразделение_58,2679462.29,520789.11,2028475.9,604251.16,287785.88,3.15,18.99,451,19.44,4.43,86.19,47.63
2024,Июль,Подразделение_59,5194282.317757901,838472.7808782076,1628099.65,388586.95,161880.16,3.66,12.71,301,16.83,5.31,89.28,41.66
2024,Июль,Подразделение_60,2426864.61,560955.74,1725669.94,309273.05,133235.34,3.4,17.61,332,23.11,7.85,181.38,43.08
2024,Июль,Подразделение_61,1645508.46,420145.95,1120326.02,623452.68,301217.01,2.93,19.88,339,25.53,2.64,67.39,48.31
2024,Июль,Подразделение_62,2700627.51,834395.16,1657633.56,449999.11,217324.64,1.77,10.85,376,30.9,6.0,185.42,48.29
2024,Июль,Подразделение_63,2742866.43,825199.05,1711367.61,331160.42,190109.95,2.75,20.74,320,30.09,8.28,249.18,57.41
2024,Июль,Подразделение_64,1690826.57,505390.34,1059088.64,446662.37,207085.46,2.97,14.37,537,29.89,3.79,113.15,46.36
2024,Июль,Подразделение_65,2259441.15,405165.07,1752984.81,563482.01,263284.54,2.13,17.88,269,17.93,4.01,71.9,46.72
2024,Июль,Подразделение_66,2720865.08,706829.12,1837328.68,295428.1,170714.49,2.79,20.03,226,25.98,9.21,239.26,57.79
2024,Июль,Подразделение_67,1807973.37,434653.23,1264656.83,277481.51,150565.77,2.51,11.4,495,24.04,6.52,156.64,54.26
2024,Июль,Подразделение_68,6903931.225646131,1096756.7933366424,2173123.43,320699.78,129025.47,4.03,19.9,507,16.56,8.54,141.5,40.23
2024,Июль,Подразделение_69,1626417.34,501969.68,998955.24,468787.97,231412.23,2.85,15.99,248,30.86,3.47,107.08,49.36
2024,Июль,Подразделение_70,2649870.01,457945.06,2077438.68,474104.55,222855.45,2.57,11.91,370,17.28,5.59,96.59,47.01
2024,Июль,Подразделение_71,2527248.91,766562.46,1569045.83,488735.31,229739.74,2.93,19.08,397,30.33,5.17,156.85,47.01
2024,Июль,Подразделение_72,2306960.15,537796.11,1634715.01,603984.73,272769.23,3.19,16.58,492,23.31,3.82,89.04,45.16
2024,Июль,Подразделение_73,2754624.6,672023.23,1914595.56,610688.42,318032.86,2.37,16.2,392,24.4,4.51,110.04,52.08
2024,Июль,Подразделение_74,2702065.58,472423.3,2111536.46,479154.47,271048.58,2.12,20.26,353,17.48,5.64,98.6,56.57
2024,Июль,Подразделение_75,2830822.54,813457.81,1814000.27,344145.77,145713.61,3.69,20.39,246,28.74,8.23,236.37,42.34
2024,Июль,Подразделение_76,3761079.0522856913,979925.1609618028,986057.55,369110.75,168118.66,2.66,18.64,370,27.16,4.04,109.85,45.55
2024,Июль,Подразделение_77,1857207.72,541036.12,1180912.57,493456.2,244082.47,2.68,19.03,505,29.13,3.76,109.64,49.46
2024,Июль,Подразделение_78,1787232.04,527812.78,1127466.06,421917.67,173253.61,3.38,12.8,252,29.53,4.24,125.1,41.06
2024,Июль,Подразделение_79,2142729.1,599916.55,1392833.41,510319.64,301041.14,2.3,15.44,528,28.0,4.2,117.56,58.99
2024,Июль,Подразделение_80,1584981.5,429053.72,1048664.35,474289.47,259620.53,1.57,15.67,448,27.07,3.34,90.46,54.74
2024,Июль,Подразделение_81,1779984.55,289478.07,1418136.96,645426.2,377878.72,1.43,14.06,232,16.26,2.76,44.85,58.55
2024,Июль,Подразделение_82,2072336.54,568004.73,1362330.63,398295.58,193395.13,1.95,15.23,291,27.41,5.2,142.61,48.56
2024,Июль,Подразделение_83,1801704.27,426502.86,1268575.69,575567.8,248971.23,2.75,17.9,555,23.67,3.13,74.1,43.26
2024,Июль,Подразделение_84,1906384.39,554209.02,1213623.11,426807.83,189283.37,3.16,16.05,228,29.07,4.47,129.85,44.35
2024,Июль,Подразделение_85,2078487.51,349879.16,1641138.56,591288.23,293766.5,2.66,19.8,238,16.83,3.52,59.17,49.68
2024,Июль,Подразделение_86,2596819.02,460942.6,2020640.77,419994.82,178046.73,2.29,14.73,286,17.75,6.18,109.75,42.39
2024,Июль,Подразделение_87,2347778.48,540066.24,1672695.68,281836.51,126101.45,2.98,20.75,362,23.0,8.33,191.62,44.74
2024,Июль,Подразделение_88,1727966.36,420060.45,1202890.8,440988.84,197134.46,2.62,11.01,320,24.31,3.92,95.25,44.7
2024,Июль,Подразделение_89,2475835.49,668364.34,1640380.06,513162.2,261831.98,2.37,17.54,364,27.0,4.82,130.24,51.02
2024,Июль,Подразделение_90,2571144.15,641637.43,1769097.35,412929.28,199083.07,1.99,19.39,415,24.96,6.23,155.39,48.21
2024,Июль,Подразделение_91,2629119.87,458201.28,2056368.27,305411.09,163953.14,2.79,20.44,311,17.43,8.61,150.03,53.68
2024,Июль,Подразделение_92,2700997.35,614837.57,1932450.39,649942.59,347379.85,2.26,13.21,423,22.76,4.16,94.6,53.45
2024,Июль,Подразделение_93,2012622.29,398240.63,1514821.5,441698.12,231690.56,2.43,12.96,245,19.79,4.56,90.16,52.45
2024,Июль,Подразделение_94,4077620.9040634115,898734.8830652297,1153694.99,500113.06,282703.53,2.12,11.74,422,22.98,3.24,74.36,56.53
2024,Июль,Подразделение_95,2549986.73,465628.88,1967950.63,519468.96,306003.02,2.08,11.51,368,18.26,4.91,89.64,58.91
2024,Июль,Подразделение_96,2420483.74,518862.33,1771905.82,443871.8,198696.75,2.66,17.62,521,21.44,5.45,116.89,44.76
2024,Июль,Подразделение_97,2116491.73,365969.58,1659029.76,302117.3,163020.38,2.92,11.93,461,17.29,7.01,121.13,53.96
2024,Июль,Подразделение_98,2241920.6,452240.19,1676620.36,484391.86,232144.26,2.56,18.29,234,20.17,4.63,93.36,47.92
2024,Июль,Подразделение_99,2020934.36,345140.17,1589509.14,584685.33,326856.47,1.67,15.52,552,17.08,3.46,59.03,55.9
2024,Июль,Подразделение_100,2847358.74,752373.14,1906892.31,400148.38,181117.8,2.82,16.05,285,26.42,7.12,188.02,45.26
2024,Июль,Подразделение_101,2427950.96,588915.09,1691807.1,490678.27,215447.82,2.05,16.45,555,24.26,4.95,120.02,43.91
2024,Июль,Подразделение_102,2442618.94,620917.67,1666471.86,572620.77,235074.85,2.36,16.54,450,25.42,4.27,108.43,41.05
2024,Июль,Подразделение_103,1975905.69,631840.49,1186105.08,382836.66,166932.72,3.39,17.01,493,31.98,5.16,165.04,43.6
2024,Июль,Подразделение_104,2828261.61,513960.95,2185810.42,334453.46,195963.68,1.42,19.39,286,18.17,8.46,153.67,58.59
2024,Июль,Подразделение_105,2245353.52,451882.62,1680500.24,298938.99,170830.96,2.12,19.2,553,20.13,7.51,151.16,57.15
2024,Июль,Подразделение_106,2446346.05,684678.06,1590498.48,314266.7,142333.5,2.39,20.08,403,27.99,7.78,217.87,45.29
2024,Июль,Подразделение_107,2505076.45,592214.18,1764808.72,383525.83,192079.43,2.67,14.14,267,23.64,6.53,154.41,50.08
2024,Июль,Подразделение_108,1794229.51,471530.26,1204816.68,642544.93,360673.84,2.32,17.87,259,26.28,2.79,73.38,56.13
2024,Июль,Подразделение_109,1505221.46,421531.45,978307.14,318566.68,191131.48,2.12,20.81,388,28.0,4.72,132.32,60.0
2024,Июль,Подразделение_110,1808587.55,486811.5,1200073.17,567079.11,254597.88,2.27,13.17,278,26.92,3.19,85.85,44.9
2024,Июль,Подразделение_111,2606181.56,636002.51,1811178.42,563386.87,237111.19,2.76,18.74,248,24.4,4.63,112.89,42.09
2024,Июль,Подразделение_112,2750856.32,722793.57,1847364.36,311631.72,147021.68,2.19,19.6,415,26.28,8.83,231.94,47.18
2024,Июль,Подразделение_113,2529207.38,507709.35,1894570.69,560054.46,300569.8,1.88,17.45,318,20.07,4.52,90.65,53.67
2024,Июль,Подразделение_114,2410785.24,736411.58,1490270.77,331923.69,168055.99,1.87,20.15,411,30.55,7.26,221.86,50.63
2024,Июль,Подразделение_115,2099021.49,339759.88,1674321.63,544673.33,284713.33,2.18,17.11,334,16.19,3.85,62.38,52.27
2024,Июль,Подразделение_116,1652591.85,348587.2,1216857.85,284368.01,148384.52,1.59,13.28,349,21.09,5.81,122.58,52.18
2024,Июль,Подразделение_117,2364331.63,649612.33,1552316.22,456752.88,272616.77,2.98,14.49,515,27.48,5.18,142.22,59.69
2024,Июль,Подразделение_118,2757925.59,749600.86,1820924.52,498348.93,248158.15,2.48,15.87,468,27.18,5.53,150.42,49.8
2024,Июль,Подразделение_119,1473029.06,267513.56,1138637.11,560963.21,334846.82,1.85,18.66,472,18.16,2.63,47.69,59.69
2024,Июль,Подразделение_120,2829166.69,549739.18,2141992.71,284399.61,120933.14,3.06,18.29,238,19.43,9.95,193.3,42.52
2024,Июль,Подразделение_121,1763014.46,327961.86,1353062.14,595966.16,326254.28,3.27,21.1,247,18.6,2.96,55.03,54.74
2024,Июль,Подразделение_122,2130075.14,657270.31,1308487.25,631514.35,257567.61,2.82,12.91,235,30.86,3.37,104.08,40.79
2024,Июль,Подразделение_123,2439909.16,409057.34,1928587.5,497530.8,237194.82,2.93,16.73,389,16.77,4.9,82.22,47.67
2024,Июль,Подразделение_124,4847778.43541837,1215735.520008833,1295437.55,304833.9,175779.38,3.1,18.7,337,26.14,6.31,165.02,57.66
2024,Июль,Подразделение_125,2807943.96,583698.7,2078320.59,481587.03,252378.09,2.45,17.24,418,20.79,5.83,121.2,52.41
2024,Август,Подразделение_1,1999119.7,504598.17,1368372.0,324374.29,165448.07,1.84,19.44,432,25.24,6.16,155.56,51.01
2024,Август,Подразделение_2,1325542.79,228161.79,1040340.55,430367.85,238261.92,3.0,20.86,286,17.21,3.08,53.02,55.36
2024,Август,Подразделение_3,1582813.59,403190.65,1078825.28,335957.34,172357.96,1.94,10.64,546,25.47,4.71,120.01,51.3
2024,Август,Подразделение_4,1425179.28,303619.75,1045654.6,508469.27,259303.36,1.79,16.94,473,21.3,2.8,59.71,51.0
2024,Август,Подразделение_5,2319079.97,564585.66,1613347.89,597701.47,245550.66,3.39,11.6,300,24.35,3.88,94.46,41.08
2024,Август,Подразделение_6,2244267.22,507366.8,1610058.71,425386.01,212786.47,2.46,15.36,520,22.61,5.28,119.27,50.02
2024,Август,Подразделение_7,1830239.26,304798.41,1449241.25,322452.73,190256.41,2.73,14.57,521,16.65,5.68,94.52,59.0
2024,Август,Подразделение_8,1674427.48,486538.46,1066254.4,502572.14,283969.76,2.42,17.21,269,29.06,3.33,96.81,56.5
2024,Август,Подразделение_9,2219218.78,445446.26,1662410.96,446600.02,265147.49,2.36,20.98,385,20.07,4.97,99.74,59.37
2024,Август,Подразделение_10,2292604.54,730631.82,1379314.77,283587.15,153942.86,3.22,12.19,499,31.87,8.08,257.64,54.28
2024,Август,Подразделение_11,2212902.88,376480.29,1742302.52,557101.67,312191.38,2.12,14.37,239,17.01,3.97,67.58,56.04
2024,Август,Подразделение_12,1809463.38,532694.74,1143594.95,591150.42,263829.71,3.29,15.3,347,29.44,3.06,90.11,44.63
2024,Август,Подразделение_13,1888932.21,307294.79,1504813.72,600061.77,320086.99,2.39,18.58,254,16.27,3.15,51.21,53.34
2024,Август,Подразделение_14,1743813.69,483166.27,1139855.85,392097.62,218338.51,2.29,11.1,362,27.71,4.45,123.23,55.68
